ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
10316,15526,3,Paritoshs,51,59861986,Journalist,38107.36,2955.613333,8,7,12,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",30,16,6.96,2,Standard,1472.7,23.63618579,269,No,73.57946752,44.34846968,High_spent_Medium_value_payments,369.4551746,Standard
10317,15526,4,Paritoshs,51,59861986,Journalist,38107.36,2955.613333,8,7,12,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",30,17,1.96,2,Standard,1472.7,24.5770091,270,No,73.57946752,44.34846968,Low_spent_Large_value_payments,291.1951316,Standard
10318,15526,5,Paritoshs,51,59861986,Journalist,38107.36,2955.613333,8,7,12,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",30,16,1.96,2,Standard,1472.7,28.03909882,271,No,73.57946752,44.34846968,High_spent_Large_value_payments,417.6333961,Poor
10319,15526,6,Paritoshs,51,59861986,Journalist,38107.36,2955.613333,8,7,12,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",30,16,1.96,2,Standard,1472.7,32.68516572,272,No,73.57946752,44.34846968,Low_spent_Small_value_payments,347.4556208,Poor
10320,15526,7,Paritoshs,51,59861986,Journalist,38107.36,2955.613333,8,7,12,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",30,16,1.96,2,Standard,1472.7,36.92103967,273,No,73.57946752,44.34846968,Low_spent_Small_value_payments,304.2594284,Poor
10321,15526,8,Paritoshs,51,59861986,Journalist,38107.36,2955.613333,8,7,12,3,"Credit-Builder Loan, Credit-Builder Loan, and Auto Loan",30,16,1.96,2,Standard,1472.7,24.91436873,274,No,73.57946752,44.34846968,Low_spent_Large_value_payments,236.7403216,Standard
10326,49281,1,Richardd,14,736717699,Writer,85423.16,7000.596667,6,3,14,2,"Personal Loan, and Home Equity Loan",30,17,9.94,6,Standard,902.37,29.86025919,159,Yes,120.1416337,82.86101451,Low_spent_Small_value_payments,134.1500424,Standard
10327,49281,2,Richardd,14,736717699,Writer,85423.16,7000.596667,6,3,14,2,"Personal Loan, and Home Equity Loan",30,20,16.94,6,Standard,902.37,29.47403253,160,Yes,120.1416337,82.86101451,Low_spent_Medium_value_payments,359.8440702,Standard
10328,49281,3,Richardd,14,736717699,Writer,85423.16,7000.596667,6,3,14,2,"Personal Loan, and Home Equity Loan",33,17,16.94,6,Standard,902.37,31.17255987,161,Yes,120.1416337,82.86101451,High_spent_Small_value_payments,513.0344339,Standard
10329,49281,4,Richardd,15,736717699,Writer,85423.16,7000.596667,6,3,14,2,"Personal Loan, and Home Equity Loan",30,17,16.94,6,Standard,902.37,27.41668934,162,Yes,120.1416337,82.86101451,High_spent_Medium_value_payments,747.0570185,Standard
10330,49281,5,Richardd,15,736717699,Writer,85423.16,7000.596667,6,3,14,2,"Personal Loan, and Home Equity Loan",30,17,16.94,6,Standard,902.37,37.38561319,163,Yes,120.1416337,82.86101451,High_spent_Small_value_payments,486.4236182,Standard
10331,49281,6,Richardd,15,736717699,Writer,85423.16,7000.596667,6,3,14,2,"Personal Loan, and Home Equity Loan",30,17,16.94,6,Standard,902.37,37.63318655,164,Yes,120.1416337,82.86101451,High_spent_Medium_value_payments,661.649946,Standard
10332,49281,7,Richardd,15,736717699,Writer,85423.16,7000.596667,6,3,14,2,"Personal Loan, and Home Equity Loan",30,17,18.94,11,Standard,902.37,29.63411767,165,Yes,120.1416337,82.86101451,Low_spent_Medium_value_payments,447.0352652,Standard
10333,49281,8,Richardd,15,736717699,Writer,85423.16,7000.596667,6,3,14,2,"Personal Loan, and Home Equity Loan",30,20,16.94,11,Standard,902.37,34.33997679,166,Yes,120.1416337,82.86101451,High_spent_Medium_value_payments,733.9775787,Standard
10338,25413,1,Klaymanc,28,830804719,Teacher,20308.26,1684.355,6,5,28,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",34,11,10.13,12,Standard,1967.12,34.2898909,111,Yes,99.85674076,12.71653025,High_spent_Large_value_payments,295.862229,Poor
10339,25413,2,Klaymanc,28,830804719,Teacher,20308.26,1684.355,6,5,28,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",33,11,16.13,12,Standard,1967.12,24.58448895,112,Yes,99.85674076,12.71653025,High_spent_Medium_value_payments,285.3887307,Poor
10340,25413,3,Klaymanc,28,830804719,Teacher,20308.26,1684.355,6,5,28,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",33,9,16.13,12,Standard,1967.12,36.24214144,113,NM,99.85674076,12.71653025,High_spent_Large_value_payments,286.2134694,Poor
10341,25413,4,Klaymanc,28,830804719,Teacher,20308.26,1684.355,6,5,28,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",33,10,16.13,12,Standard,1967.12,25.94666782,114,Yes,99.85674076,12.71653025,High_spent_Small_value_payments,261.6770524,Poor
10342,25413,5,Klaymanc,28,830804719,Teacher,20308.26,1684.355,6,5,28,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",33,13,16.13,12,Standard,1967.12,35.41033259,115,Yes,99.85674076,12.71653025,Low_spent_Small_value_payments,239.9898649,Poor
10343,25413,6,Klaymanc,28,830804719,Teacher,20308.26,1684.355,6,5,28,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",33,11,16.13,12,Standard,1967.12,26.22393947,116,Yes,99.85674076,12.71653025,Low_spent_Medium_value_payments,215.4789845,Poor
10344,25413,7,Klaymanc,29,830804719,Teacher,20308.26,1684.355,6,5,28,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",33,11,13.13,15,Standard,1967.12,28.7226465,117,Yes,99.85674076,12.71653025,Low_spent_Medium_value_payments,234.3356096,Poor
10345,25413,8,Klaymanc,29,830804719,Teacher,20308.26,1684.355,6,5,28,6,"Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, Personal Loan, and Mortgage Loan",33,11,11.13,15,Standard,1967.12,35.37784849,118,Yes,99.85674076,12.71653025,Low_spent_Small_value_payments,193.8580353,Poor
10350,50875,1,Kristend,20,1847802,Lawyer,60889.08,4859.09,10,6,21,9,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Home Equity Loan",44,23,27.19,10,Bad,4198.06,31.2577668,122,Yes,336.8419981,88.71899818,High_spent_Medium_value_payments,276.2654894,Standard
10351,50875,2,Kristend,20,1847802,Lawyer,60889.08,4859.09,10,6,21,9,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Home Equity Loan",44,20,27.19,10,Bad,4198.06,28.39411242,123,Yes,336.8419981,88.71899818,High_spent_Small_value_payments,103.6597428,Standard
10352,50875,3,Kristend,20,1847802,Lawyer,60889.08,4859.09,10,6,21,9,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Home Equity Loan",44,23,27.19,10,Bad,4198.06,34.06240189,124,Yes,336.8419981,88.71899818,Low_spent_Large_value_payments,140.9070903,Standard
10353,50875,4,Kristend,20,1847802,Lawyer,60889.08,4859.09,10,6,21,9,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Home Equity Loan",44,23,27.19,10,Bad,4198.06,25.25511011,125,Yes,336.8419981,88.71899818,High_spent_Medium_value_payments,43.15340659,Poor
10354,50875,5,Kristend,20,1847802,Lawyer,60889.08,4859.09,10,6,21,9,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Home Equity Loan",44,23,27.19,10,Bad,4198.06,35.25702457,126,Yes,336.8419981,88.71899818,Low_spent_Medium_value_payments,131.3716799,Standard
10355,50875,6,Kristend,20,1847802,Lawyer,60889.08,4859.09,10,6,21,9,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Home Equity Loan",44,25,23.19,10,Bad,4198.06,22.89458919,127,Yes,336.8419981,88.71899818,Low_spent_Small_value_payments,202.3135556,Poor
10356,50875,7,Kristend,20,1847802,Lawyer,60889.08,4859.09,10,6,21,9,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Home Equity Loan",44,20,27.19,10,Bad,4198.06,30.43506025,128,Yes,336.8419981,88.71899818,High_spent_Large_value_payments,300.3480037,Standard
10357,50875,8,Kristend,20,1847802,Lawyer,60889.08,4859.09,10,6,21,9,"Credit-Builder Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Home Equity Loan",44,23,27.19,10,Bad,4198.06,37.34244091,129,Yes,336.8419981,88.71899818,High_spent_Medium_value_payments,203.476039,Standard
10362,1667,1,LaCaprad,37,680242269,Media_Manager,13603.41,863.6175,6,5,16,6,"Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",25,18,19.91,5,Standard,45.82,24.18736416,233,Yes,53.76195803,0,Low_spent_Medium_value_payments,282.7986483,Standard
10363,1667,2,LaCaprad,37,680242269,Media_Manager,13603.41,863.6175,6,5,16,6,"Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",25,14,19.91,5,Standard,45.82,32.3529639,234,Yes,53.76195803,0,Low_spent_Medium_value_payments,248.8650999,Standard
10364,1667,3,LaCaprad,37,680242269,Media_Manager,13603.41,863.6175,6,5,16,6,"Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",25,16,19.91,5,Standard,45.82,33.36829332,235,Yes,53.76195803,0,Low_spent_Medium_value_payments,245.512485,Standard
10365,1667,4,LaCaprad,37,680242269,Media_Manager,13603.41,863.6175,6,5,16,6,"Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",25,16,19.91,5,Standard,45.82,35.21231533,236,Yes,53.76195803,0,Low_spent_Medium_value_payments,270.8744985,Standard
10366,1667,5,LaCaprad,37,680242269,Media_Manager,13603.41,863.6175,6,5,16,6,"Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",26,16,19.91,5,Standard,45.82,31.64017975,237,Yes,53.76195803,0,Low_spent_Large_value_payments,274.7123111,Standard
10367,1667,6,LaCaprad,37,680242269,Media_Manager,13603.41,863.6175,6,5,16,6,"Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",24,16,19.91,5,Standard,45.82,38.28513089,238,Yes,53.76195803,0,Low_spent_Small_value_payments,256.1089042,Standard
10368,1667,7,LaCaprad,37,680242269,Media_Manager,13603.41,863.6175,6,5,16,6,"Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",28,16,19.91,5,Standard,45.82,31.67337633,239,NM,53.76195803,0,Low_spent_Medium_value_payments,260.6616784,Good
10369,1667,8,LaCaprad,37,680242269,Media_Manager,13603.41,863.6175,6,5,16,6,"Student Loan, Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",20,17,24.91,5,Standard,45.82,38.29018228,240,Yes,53.76195803,0,High_spent_Medium_value_payments,248.4457714,Good
10374,8416,1,Anjuliy,33,79999062,Media_Manager,12943.475,1327.622917,5,5,9,6,"Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Payday Loan",20,13,12.6,6,Standard,265.36,35.60992024,81,Yes,45.09082981,28.08706903,High_spent_Small_value_payments,262.2050807,Standard
10375,8416,2,Anjuliy,33,79999062,Media_Manager,12943.475,1327.622917,5,5,9,6,"Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Payday Loan",20,13,10.6,6,Standard,265.36,34.92829722,82,Yes,45.09082981,28.08706903,Low_spent_Small_value_payments,319.3322445,Standard
10376,8416,3,Anjuliy,33,79999062,Media_Manager,12943.475,1327.622917,5,5,9,6,"Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Payday Loan",20,16,4.6,6,Standard,265.36,35.20954568,83,Yes,45.09082981,28.08706903,Low_spent_Small_value_payments,273.9281392,Standard
10377,8416,4,Anjuliy,33,79999062,Media_Manager,12943.475,1327.622917,5,5,9,6,"Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Payday Loan",20,16,10.6,6,Standard,265.36,35.21549379,84,Yes,45.09082981,28.08706903,Low_spent_Medium_value_payments,292.4280168,Standard
10378,8416,5,Anjuliy,33,79999062,Media_Manager,12943.475,1327.622917,5,5,9,6,"Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Payday Loan",20,14,10.6,6,Standard,265.36,35.9499268,85,Yes,45.09082981,28.08706903,Low_spent_Small_value_payments,218.9929894,Standard
10379,8416,6,Anjuliy,33,79999062,Media_Manager,12943.475,1327.622917,5,5,9,6,"Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Payday Loan",21,14,10.6,6,Standard,265.36,35.62961782,86,Yes,45.09082981,28.08706903,Low_spent_Large_value_payments,239.3933416,Standard
10380,8416,7,Anjuliy,33,79999062,Media_Manager,12943.475,1327.622917,5,5,9,6,"Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Payday Loan",15,12,10.6,6,Standard,265.36,26.65031632,87,Yes,45.09082981,28.08706903,Low_spent_Small_value_payments,248.1896765,Standard
10381,8416,8,Anjuliy,34,79999062,Media_Manager,12943.475,1327.622917,5,5,9,6,"Credit-Builder Loan, Student Loan, Not Specified, Personal Loan, Payday Loan, and Payday Loan",20,14,10.6,6,Standard,265.36,39.22746969,88,Yes,45.09082981,28.08706903,High_spent_Small_value_payments,319.5843928,Standard
10386,15093,1,James Daveyx,31,126825903,Mechanic,44483.64,3680.97,8,10,17,8,"Personal Loan, Payday Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",27,16,20.12,7,Bad,2770.15,34.39898109,140,Yes,160.255399,31.37849282,High_spent_Medium_value_payments,371.8461228,Standard
10387,15093,2,James Daveyx,31,126825903,Mechanic,44483.64,3680.97,8,10,17,8,"Personal Loan, Payday Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",29,16,21.12,7,Bad,2770.15,35.65340609,141,Yes,160.255399,31.37849282,High_spent_Medium_value_payments,418.5282274,Standard
10388,15093,3,James Daveyx,31,126825903,Mechanic,44483.64,3680.97,8,10,17,8,"Personal Loan, Payday Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",27,16,20.12,7,Bad,2770.15,33.04451998,142,Yes,160.255399,31.37849282,Low_spent_Small_value_payments,182.0983111,Standard
10389,15093,4,James Daveyx,31,126825903,Mechanic,44483.64,3680.97,8,10,17,8,"Personal Loan, Payday Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",22,16,20.12,7,Bad,2770.15,36.30874825,143,Yes,160.255399,31.37849282,High_spent_Medium_value_payments,306.1599873,Standard
10390,15093,5,James Daveyx,31,126825903,Mechanic,44483.64,3680.97,8,10,17,8,"Personal Loan, Payday Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",27,16,20.12,7,Bad,2770.15,31.90259819,144,Yes,160.255399,31.37849282,Low_spent_Small_value_payments,239.6719937,Standard
10391,15093,6,James Daveyx,31,126825903,Mechanic,44483.64,3680.97,8,10,17,8,"Personal Loan, Payday Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",31,15,20.12,7,Bad,2770.15,25.09235524,145,Yes,160.255399,31.37849282,High_spent_Large_value_payments,416.4631082,Standard
10392,15093,7,James Daveyx,31,126825903,Mechanic,44483.64,3680.97,8,10,17,8,"Personal Loan, Payday Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",24,16,20.12,7,Bad,2770.15,32.76177446,146,Yes,160.255399,31.37849282,High_spent_Large_value_payments,393.1832976,Standard
10393,15093,8,James Daveyx,32,126825903,Mechanic,44483.64,3680.97,8,10,17,8,"Personal Loan, Payday Loan, Payday Loan, Payday Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, and Personal Loan",27,16,20.12,8,Bad,2770.15,30.94594865,147,Yes,160.255399,31.37849282,Low_spent_Small_value_payments,248.8090211,Standard
10398,43491,1,Henryn,32,5465010,Manager,7795.54,804.6283333,10,6,18,6,"Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",59,23,4.62,12,Bad,1990.69,31.5080882,223,Yes,29.59967892,0,Low_spent_Small_value_payments,252.2598014,Poor
10399,43491,2,Henryn,32,5465010,Manager,7795.54,804.6283333,10,6,18,6,"Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",60,23,2.62,16,Bad,1990.69,27.64671623,224,Yes,29.59967892,0,Low_spent_Small_value_payments,306.9878163,Poor
10400,43491,3,Henryn,32,5465010,Manager,7795.54,804.6283333,10,6,18,6,"Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",61,23,2.62,16,Bad,1990.69,38.87562436,225,Yes,29.59967892,0,Low_spent_Small_value_payments,294.8768321,Standard
10401,43491,4,Henryn,32,5465010,Manager,7795.54,804.6283333,10,6,18,6,"Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",60,25,2.62,16,Bad,1990.69,37.50098599,226,Yes,29.59967892,0,Low_spent_Small_value_payments,246.0879224,Standard
10402,43491,5,Henryn,32,5465010,Manager,7795.54,804.6283333,10,6,18,6,"Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",60,23,2.62,16,Bad,1990.69,31.06177047,227,Yes,29.59967892,0,Low_spent_Medium_value_payments,266.6512196,Standard
10403,43491,6,Henryn,32,5465010,Manager,7795.54,804.6283333,10,6,18,6,"Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",61,23,2.62,16,Bad,1990.69,28.0429816,228,Yes,29.59967892,0,High_spent_Large_value_payments,283.753379,Standard
10404,43491,7,Henryn,32,5465010,Manager,7795.54,804.6283333,10,6,18,6,"Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",60,23,2.62,16,Bad,1990.69,30.13659569,229,NM,29.59967892,0,Low_spent_Small_value_payments,288.7845651,Poor
10405,43491,8,Henryn,32,5465010,Manager,7795.54,804.6283333,10,6,18,6,"Payday Loan, Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, Credit-Builder Loan, and Payday Loan",60,23,5.62,16,Bad,1990.69,25.4384819,230,Yes,29.59967892,0,Low_spent_Small_value_payments,277.4489171,Poor
10410,16296,1,Kumarp,39,283566375,Writer,177243.92,14526.32667,4,6,3,3,"Student Loan, Personal Loan, and Auto Loan",11,12,11.64,2,Good,488.95,35.64407437,340,NM,284.8041966,160.1570919,High_spent_Medium_value_payments,816.463892,Standard
10411,16296,2,Kumarp,40,283566375,Writer,177243.92,14526.32667,4,6,3,3,"Student Loan, Personal Loan, and Auto Loan",9,15,6.64,2,Good,488.95,27.31174224,341,No,284.8041966,160.1570919,Low_spent_Medium_value_payments,887.9425324,Standard
10412,16296,3,Kumarp,40,283566375,Writer,177243.92,14526.32667,4,6,3,3,"Student Loan, Personal Loan, and Auto Loan",9,14,6.64,2,Good,488.95,43.685454,342,No,284.8041966,160.1570919,High_spent_Large_value_payments,204.4542074,Standard
10413,16296,4,Kumarp,40,283566375,Writer,177243.92,14526.32667,4,6,3,3,"Student Loan, Personal Loan, and Auto Loan",9,11,6.64,2,Good,488.95,32.53285238,343,No,284.8041966,160.1570919,High_spent_Medium_value_payments,1123.839098,Standard
10414,16296,5,Kumarp,40,283566375,Writer,177243.92,14526.32667,4,6,3,3,"Student Loan, Personal Loan, and Auto Loan",9,13,6.64,2,Good,488.95,29.7528213,344,No,284.8041966,160.1570919,High_spent_Small_value_payments,783.2878958,Standard
10415,16296,6,Kumarp,40,283566375,Writer,177243.92,14526.32667,4,6,3,3,"Student Loan, Personal Loan, and Auto Loan",9,12,6.64,3,Good,488.95,37.04185325,345,NM,284.8041966,160.1570919,High_spent_Large_value_payments,942.4405278,Standard
10416,16296,7,Kumarp,40,283566375,Writer,177243.92,14526.32667,4,6,3,3,"Student Loan, Personal Loan, and Auto Loan",14,15,6.64,3,Good,488.95,34.95341353,346,No,284.8041966,160.1570919,Low_spent_Large_value_payments,204.4542074,Good
10417,16296,8,Kumarp,40,283566375,Writer,177243.92,14526.32667,4,6,3,3,"Student Loan, Personal Loan, and Auto Loan",9,12,6.64,3,Good,488.95,27.93176208,347,No,284.8041966,160.1570919,High_spent_Large_value_payments,328.197048,Good
10422,31006,1,Plumeq,41,667967235,Musician,35518.98,3068.915,8,6,9,3,"Auto Loan, Student Loan, and Not Specified",12,16,15.52,8,Standard,1270.18,37.98724863,130,Yes,84.75534306,63.42171419,High_spent_Medium_value_payments,356.8555325,Standard
10423,31006,2,Plumeq,41,667967235,Musician,35518.98,3068.915,8,6,9,3,"Auto Loan, Student Loan, and Not Specified",12,16,15.52,8,Standard,1270.18,37.31156042,131,Yes,84.75534306,63.42171419,Low_spent_Large_value_payments,298.0584787,Standard
10424,31006,3,Plumeq,41,667967235,Musician,35518.98,3068.915,8,6,9,3,"Auto Loan, Student Loan, and Not Specified",12,14,15.52,8,Standard,1270.18,34.4041717,132,Yes,84.75534306,63.42171419,Low_spent_Small_value_payments,248.3151972,Standard
10425,31006,4,Plumeq,41,667967235,Musician,35518.98,3068.915,8,6,9,3,"Auto Loan, Student Loan, and Not Specified",11,16,15.52,8,Standard,1270.18,26.33942244,133,Yes,84.75534306,63.42171419,High_spent_Large_value_payments,390.4709129,Good
10426,31006,5,Plumeq,41,667967235,Musician,35518.98,3068.915,8,6,9,3,"Auto Loan, Student Loan, and Not Specified",12,16,15.52,8,Standard,1270.18,27.37421322,134,Yes,84.75534306,63.42171419,High_spent_Large_value_payments,398.7144427,Good
10427,31006,6,Plumeq,41,667967235,Musician,35518.98,3068.915,8,6,9,3,"Auto Loan, Student Loan, and Not Specified",12,16,15.52,8,Standard,1270.18,37.45146074,135,Yes,84.75534306,63.42171419,High_spent_Medium_value_payments,359.6591739,Good
10428,31006,7,Plumeq,41,667967235,Musician,35518.98,3068.915,8,6,9,3,"Auto Loan, Student Loan, and Not Specified",7,18,15.52,8,Standard,1270.18,30.55506946,136,Yes,84.75534306,63.42171419,High_spent_Small_value_payments,287.0680306,Good
10429,31006,8,Plumeq,41,667967235,Musician,35518.98,3068.915,8,6,9,3,"Auto Loan, Student Loan, and Not Specified",12,16,15.52,9,Standard,1270.18,39.51015387,137,Yes,84.75534306,63.42171419,Low_spent_Large_value_payments,349.4758449,Good
10434,39251,1,Arunah,43,792026835,Journalist,8875.135,989.5945833,8,9,27,2,"Credit-Builder Loan, and Payday Loan",29,14,18.46,12,Standard,1353.77,25.73203109,206,Yes,9.058562006,26.98604458,Low_spent_Large_value_payments,309.4959153,Poor
10435,39251,2,Arunah,43,792026835,Journalist,8875.135,989.5945833,8,9,27,2,"Credit-Builder Loan, and Payday Loan",26,12,18.46,12,Standard,1353.77,32.50059156,206,Yes,9.058562006,26.98604458,Low_spent_Small_value_payments,259.9560674,Poor
10436,39251,3,Arunah,43,792026835,Journalist,8875.135,989.5945833,8,9,27,2,"Credit-Builder Loan, and Payday Loan",26,14,18.46,12,Standard,1353.77,24.46143971,207,Yes,9.058562006,26.98604458,Low_spent_Small_value_payments,342.9225764,Poor
10437,39251,4,Arunah,43,792026835,Journalist,8875.135,989.5945833,8,9,27,2,"Credit-Builder Loan, and Payday Loan",26,14,15.46,12,Standard,1353.77,27.71417818,208,Yes,9.058562006,26.98604458,Low_spent_Small_value_payments,255.7326053,Poor
10438,39251,5,Arunah,43,792026835,Journalist,8875.135,989.5945833,8,9,27,2,"Credit-Builder Loan, and Payday Loan",27,14,18.46,15,Standard,1353.77,33.88000178,209,Yes,9.058562006,26.98604458,Low_spent_Medium_value_payments,335.6331848,Poor
10439,39251,6,Arunah,43,792026835,Journalist,8875.135,989.5945833,8,9,27,2,"Credit-Builder Loan, and Payday Loan",27,14,18.46,15,Standard,1353.77,33.3439198,210,Yes,9.058562006,26.98604458,Low_spent_Medium_value_payments,342.9148517,Poor
10440,39251,7,Arunah,43,792026835,Journalist,8875.135,989.5945833,8,9,27,2,"Credit-Builder Loan, and Payday Loan",26,13,18.46,15,Standard,1353.77,27.48999132,211,Yes,9.058562006,26.98604458,Low_spent_Medium_value_payments,314.4692972,Poor
10441,39251,8,Arunah,43,792026835,Journalist,8875.135,989.5945833,8,9,27,2,"Credit-Builder Loan, and Payday Loan",26,14,23.46,15,Standard,1353.77,29.70388448,212,Yes,9.058562006,26.98604458,Low_spent_Small_value_payments,295.6130764,Poor
10446,44827,1,Ramakrishnans,36,792022371,Media_Manager,16708.07,1359.339167,6,9,22,8,"Personal Loan, Student Loan, Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Personal Loan",55,15,8.47,10,Bad,2674.89,28.26677948,173,Yes,76.27367261,16.92421949,Low_spent_Medium_value_payments,268.332833,Poor
10447,44827,2,Ramakrishnans,36,792022371,Media_Manager,16708.07,1359.339167,6,9,22,8,"Personal Loan, Student Loan, Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Personal Loan",55,18,8.47,12,Bad,2674.89,34.30017912,174,Yes,76.27367261,16.92421949,Low_spent_Small_value_payments,238.4178062,Poor
10448,44827,3,Ramakrishnans,36,792022371,Media_Manager,16708.07,1359.339167,6,9,22,8,"Personal Loan, Student Loan, Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Personal Loan",55,18,8.47,12,Bad,2674.89,25.25022354,175,Yes,76.27367261,16.92421949,Low_spent_Small_value_payments,185.4543067,Standard
10449,44827,4,Ramakrishnans,36,792022371,Media_Manager,16708.07,1359.339167,6,9,22,8,"Personal Loan, Student Loan, Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Personal Loan",58,15,8.47,12,Bad,2674.89,37.09541099,176,Yes,76.27367261,16.92421949,Low_spent_Medium_value_payments,208.3578499,Poor
